seqname,source,feature,start,end,strand,GenBank_locus_tag,Product,gene_biotype,protein_id,name
NC_003318.1,RefSeq,gene,487498,488418,-,BME_RS12465,sulfite exporter TauE/SafE family protein,protein_coding,WP_004682180.1,BME_RS12465
NC_003318.1,RefSeq,gene,488685,491534,-,BME_RS12470,hypothetical protein,protein_coding,WP_005971048.1,BME_RS12470
NC_003318.1,RefSeq,gene,491904,492359,+,BME_RS12475,MerR family DNA-binding transcriptional regulator,protein_coding,WP_004682177.1,BME_RS12475
NC_003318.1,RefSeq,gene,492414,492773,-,BME_RS12480,hypothetical protein,protein_coding,WP_002965821.1,BME_RS12480
NC_003318.1,RefSeq,gene,492789,493202,-,BME_RS12485,camphor resistance protein CrcB,protein_coding,WP_004684861.1,BME_RS12485
NC_003318.1,RefSeq,gene,493199,493600,-,BME_RS12490,camphor resistance protein CrcB,protein_coding,WP_002965823.1,BME_RS12490
NC_003318.1,RefSeq,gene,493898,494092,+,BME_RS17175,hypothetical protein,protein_coding,WP_004682170.1,BME_RS17175
NC_003318.1,RefSeq,gene,494008,495042,+,BME_RS12495,efflux RND transporter periplasmic adaptor subunit,protein_coding,WP_075589493.1,BME_RS12495
NC_003318.1,RefSeq,gene,495065,498142,+,BME_RS12500,AcrB/AcrD/AcrF family protein,protein_coding,WP_004682166.1,BME_RS12500
NC_003318.1,RefSeq,gene,498326,499531,-,BME_RS12505,mannonate dehydratase,protein_coding,WP_004682164.1,BME_RS12505
NC_003318.1,RefSeq,gene,499592,500365,-,BME_RS12510,GntR family transcriptional regulator,protein_coding,WP_002965827.1,BME_RS12510
NC_003318.1,RefSeq,gene,500694,501818,+,BME_RS12515,glucuronate isomerase,protein_coding,WP_002967248.1,BME_RS12515
NC_003318.1,RefSeq,gene,501815,502093,+,BME_RS12520,uronate isomerase,protein_coding,WP_002972101.1,BME_RS12520
NC_003318.1,RefSeq,gene,502099,503598,+,BME_RS12525,mannitol dehydrogenase family protein,protein_coding,WP_019444667.1,BME_RS12525
NC_003318.1,RefSeq,gene,503758,504939,+,BME_RS12530,ABC transporter substrate-binding protein,protein_coding,WP_004686895.1,BME_RS12530
NC_003318.1,RefSeq,gene,505002,505214,+,BME_RS17180,hypothetical protein,protein_coding,WP_006148055.1,BME_RS17180
NC_003318.1,RefSeq,gene,505159,506070,+,BME_RS12535,ABC transporter ATP-binding protein,protein_coding,WP_006153074.1,BME_RS12535
NC_003318.1,RefSeq,pseudogene,506079,506977,+,BME_RS12540,ABC transporter permease,pseudogene,NA,BME_RS12540
NC_003318.1,RefSeq,gene,506978,507820,+,BME_RS12545,ABC transporter permease,protein_coding,WP_004682152.1,BME_RS12545
NC_003318.1,RefSeq,pseudogene,507898,509441,+,BME_RS12550,galactonate dehydratase,pseudogene,NA,BME_RS12550
NC_003318.1,RefSeq,gene,509452,509850,-,BME_RS12555,nickel-responsive transcriptional regulator NikR,protein_coding,WP_004682148.1,BME_RS12555
NC_003318.1,RefSeq,gene,510117,511697,+,BME_RS12560,nickel ABC transporter%2C nickel/metallophore periplasmic binding protein,protein_coding,WP_004682145.1,BME_RS12560
NC_003318.1,RefSeq,pseudogene,511699,512641,+,BME_RS12565,nickel ABC transporter permease subunit NikB,pseudogene,NA,BME_RS12565
NC_003318.1,RefSeq,gene,512638,513510,+,BME_RS12570,nickel ABC transporter permease subunit NikC,protein_coding,WP_041594655.1,BME_RS12570
NC_003318.1,RefSeq,gene,513507,514295,+,BME_RS12575,nickel import ATP-binding protein NikD,protein_coding,WP_002965841.1,BME_RS12575
NC_003318.1,RefSeq,gene,514292,515092,+,BME_RS12580,nickel import ATP-binding protein NikE,protein_coding,WP_002965842.1,BME_RS12580
NC_003318.1,RefSeq,gene,515225,516385,-,BME_RS12585,acyl-CoA dehydrogenase,protein_coding,WP_005971076.1,BME_RS12585
NC_003318.1,RefSeq,pseudogene,516511,516711,+,BME_RS17185,hypothetical protein,pseudogene,NA,BME_RS17185
NC_003318.1,RefSeq,gene,516708,517427,-,BME_RS12590,LysR family transcriptional regulator,protein_coding,WP_005971080.1,BME_RS12590
NC_003318.1,RefSeq,gene,517453,517620,-,BME_RS17190,LysR family transcriptional regulator,protein_coding,WP_020699915.1,BME_RS17190
NC_003318.1,RefSeq,gene,517731,518018,-,BME_RS17195,hypothetical protein,protein_coding,WP_011005627.1,BME_RS17195
NC_003318.1,RefSeq,gene,517938,518153,+,BME_RS12595,hypothetical protein,protein_coding,WP_050396583.1,BME_RS12595
NC_003318.1,RefSeq,gene,518150,518353,+,BME_RS12600,hypothetical protein,protein_coding,WP_002965846.1,BME_RS12600
NC_003318.1,RefSeq,gene,518328,520121,+,BME_RS12605,acyl-CoA dehydrogenase,protein_coding,WP_004682134.1,BME_RS12605
NC_003318.1,RefSeq,gene,520186,521394,+,BME_RS12610,acetyl-CoA acetyltransferase,protein_coding,WP_002965848.1,BME_RS12610
NC_003318.1,RefSeq,gene,521410,523626,+,BME_RS12615,3-hydroxyacyl-CoA dehydrogenase,protein_coding,WP_004682131.1,BME_RS12615
NC_003318.1,RefSeq,gene,523864,524520,+,BME_RS12620,helix-turn-helix transcriptional regulator,protein_coding,WP_004682129.1,BME_RS12620
NC_003318.1,RefSeq,gene,524521,525480,+,BME_RS12625,hypothetical protein,protein_coding,WP_002967252.1,BME_RS12625
NC_003318.1,RefSeq,gene,525568,527223,-,BME_RS12630,lysine--tRNA ligase,protein_coding,WP_004682127.1,BME_RS12630
NC_003318.1,RefSeq,gene,527418,527828,+,BME_RS12635,hypothetical protein,protein_coding,WP_002971209.1,BME_RS12635
NC_003318.1,RefSeq,gene,527890,528519,-,BME_RS12640,carbonic anhydrase,protein_coding,WP_004682124.1,BME_RS12640
NC_003318.1,RefSeq,gene,528674,529018,-,BME_RS12645,hypothetical protein,protein_coding,WP_004684879.1,BME_RS12645
NC_003318.1,RefSeq,gene,529373,530986,+,BME_RS12650,ABC transporter substrate-binding protein,protein_coding,WP_002965856.1,BME_RS12650
NC_003318.1,RefSeq,gene,531004,532002,+,BME_RS12655,ABC transporter permease,protein_coding,WP_004682120.1,BME_RS12655
NC_003318.1,RefSeq,gene,531999,532829,+,BME_RS12660,ABC transporter permease,protein_coding,WP_002965858.1,BME_RS12660
NC_003318.1,RefSeq,gene,532826,533581,+,BME_RS12665,ABC transporter ATP-binding protein,protein_coding,WP_002971212.1,BME_RS12665
NC_003318.1,RefSeq,gene,533574,534326,+,BME_RS12670,ABC transporter ATP-binding protein,protein_coding,WP_004682115.1,BME_RS12670
NC_003318.1,RefSeq,gene,534417,535232,-,BME_RS12675,pyrroline-5-carboxylate reductase,protein_coding,WP_004682112.1,BME_RS12675
NC_003318.1,RefSeq,gene,535553,536452,+,BME_RS12680,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,protein_coding,WP_002967255.1,BME_RS12680
NC_003318.1,RefSeq,gene,536544,538367,-,BME_RS12685,phosphogluconate dehydratase,protein_coding,WP_004682110.1,BME_RS12685
NC_003318.1,RefSeq,gene,538403,539101,-,BME_RS12690,6-phosphogluconolactonase,protein_coding,WP_002968509.1,BME_RS12690
NC_003318.1,RefSeq,gene,539230,540705,-,BME_RS12695,glucose-6-phosphate dehydrogenase,protein_coding,WP_004682109.1,BME_RS12695
NC_003318.1,RefSeq,gene,540976,541725,+,BME_RS12700,3-oxoacyl-ACP reductase,protein_coding,WP_004682108.1,fabG
NC_003318.1,RefSeq,gene,541814,543085,-,BME_RS12705,MFS transporter,protein_coding,WP_004682106.1,BME_RS12705
NC_003318.1,RefSeq,gene,543032,543265,+,BME_RS17200,hypothetical protein,protein_coding,WP_006138414.1,BME_RS17200
NC_003318.1,RefSeq,gene,543285,543584,-,BME_RS12710,AzlD family protein,protein_coding,WP_004682104.1,BME_RS12710
NC_003318.1,RefSeq,gene,543581,544321,-,BME_RS12715,branched-chain amino acid ABC transporter permease,protein_coding,WP_002965869.1,BME_RS12715
NC_003318.1,RefSeq,gene,544703,545161,+,BME_RS12720,Lrp/AsnC family transcriptional regulator,protein_coding,WP_002972097.1,BME_RS12720
NC_003318.1,RefSeq,gene,545420,546220,+,BME_RS12725,hypothetical protein,protein_coding,WP_002968508.1,BME_RS12725
NC_003318.1,RefSeq,gene,546509,546946,+,BME_RS12730,MarR family transcriptional regulator,protein_coding,WP_002967258.1,BME_RS12730
NC_003318.1,RefSeq,gene,546957,548243,-,BME_RS12735,FAD-binding oxidoreductase,protein_coding,WP_002965873.1,BME_RS12735
NC_003318.1,RefSeq,gene,548297,548659,-,BME_RS12740,diversity-generating retroelement protein bAvd family protein,protein_coding,WP_002965874.1,BME_RS12740
NC_003318.1,RefSeq,gene,548695,550125,-,BME_RS12745,glutamine synthetase,protein_coding,WP_004682096.1,BME_RS12745
NC_003318.1,RefSeq,gene,550129,550383,-,BME_RS12750,hypothetical protein,protein_coding,WP_002965876.1,BME_RS12750
NC_003318.1,RefSeq,gene,550377,550679,-,BME_RS12755,DUF1127 domain-containing protein,protein_coding,WP_002965878.1,BME_RS12755
NC_003318.1,RefSeq,gene,550846,551814,+,BME_RS12760,LysR family transcriptional regulator,protein_coding,WP_004682091.1,BME_RS12760
NC_003318.1,RefSeq,gene,551883,553418,+,BME_RS12765,exodeoxyribonuclease VII large subunit,protein_coding,WP_004682090.1,BME_RS12765
NC_003318.1,RefSeq,gene,553484,554857,-,BME_RS12770,glutamate--cysteine ligase,protein_coding,WP_004682088.1,BME_RS12770
NC_003318.1,RefSeq,gene,554957,555703,-,BME_RS12775,16S rRNA (uracil(1498)-N(3))-methyltransferase,protein_coding,WP_004682086.1,BME_RS12775
NC_003318.1,RefSeq,gene,555953,556390,+,BME_RS12780,MarR family transcriptional regulator,protein_coding,WP_005971132.1,BME_RS12780
NC_003318.1,RefSeq,gene,556433,558529,+,BME_RS12785,FUSC family protein,protein_coding,WP_004682083.1,BME_RS12785
NC_003318.1,RefSeq,gene,558556,558765,+,BME_RS12790,DUF1656 domain-containing protein,protein_coding,WP_002965885.1,BME_RS12790
NC_003318.1,RefSeq,gene,558762,559619,+,BME_RS12795,HlyD family secretion protein,protein_coding,WP_004686888.1,BME_RS12795
NC_003318.1,RefSeq,gene,559983,560213,+,BME_RS17205,hypothetical protein,protein_coding,WP_002965887.1,BME_RS17205
NC_003318.1,RefSeq,gene,560170,561204,+,BME_RS12800,ABC transporter substrate-binding protein,protein_coding,WP_004682078.1,BME_RS12800
NC_003318.1,RefSeq,gene,561246,562244,+,BME_RS12805,iron ABC transporter permease,protein_coding,WP_002965889.1,BME_RS12805
NC_003318.1,RefSeq,gene,562241,563035,+,BME_RS12810,ABC transporter ATP-binding protein,protein_coding,WP_004682075.1,BME_RS12810
NC_003318.1,RefSeq,gene,563092,563334,+,BME_RS17210,hypothetical protein,protein_coding,WP_004682074.1,BME_RS17210
NC_003318.1,RefSeq,gene,563493,564962,-,BME_RS12815,hypothetical protein,protein_coding,WP_004684894.1,BME_RS12815
NC_003318.1,RefSeq,gene,564989,565360,-,BME_RS12820,RidA family protein,protein_coding,WP_002965893.1,BME_RS12820
NC_003318.1,RefSeq,gene,565373,566212,-,BME_RS12825,carbohydrate ABC transporter permease,protein_coding,WP_004682070.1,BME_RS12825
NC_003318.1,RefSeq,gene,566558,567793,-,BME_RS12835,sugar ABC transporter substrate-binding protein,protein_coding,WP_004682068.1,BME_RS12835
NC_003318.1,RefSeq,gene,567973,568746,+,BME_RS12840,SDR family oxidoreductase,protein_coding,WP_002965897.1,BME_RS12840
NC_003318.1,RefSeq,gene,568751,569803,+,BME_RS12845,ATP-binding protein,protein_coding,WP_002965898.1,BME_RS12845
NC_003318.1,RefSeq,gene,569811,570692,+,BME_RS12850,MurR/RpiR family transcriptional regulator,protein_coding,WP_004682063.1,BME_RS12850
NC_003318.1,RefSeq,gene,570697,571764,+,BME_RS12855,D-TA family PLP-dependent enzyme,protein_coding,WP_004682061.1,BME_RS12855
NC_003318.1,RefSeq,gene,571778,572251,+,BME_RS12860,hypothetical protein,protein_coding,WP_004682059.1,BME_RS12860
NC_003318.1,RefSeq,gene,572414,572599,+,BME_RS12865,hypothetical protein,protein_coding,WP_002965902.1,BME_RS12865
NC_003318.1,RefSeq,gene,572812,573978,+,BME_RS12870,proline/glycine betaine ABC transporter ATP-binding protein ProV,protein_coding,WP_005971161.1,BME_RS12870
NC_003318.1,RefSeq,gene,574041,574946,+,BME_RS12875,binding-protein-dependent transport system inner membrane component,protein_coding,WP_004682054.1,BME_RS12875
NC_003318.1,RefSeq,gene,575000,575866,+,BME_RS12880,glycine/betaine ABC transporter substrate-binding protein,protein_coding,WP_004686020.1,BME_RS12880
NC_003318.1,RefSeq,gene,575912,576811,-,BME_RS12885,EamA/RhaT family transporter,protein_coding,WP_004682051.1,BME_RS12885
NC_003318.1,RefSeq,gene,576893,577090,-,BME_RS17215,hypothetical protein,protein_coding,WP_002965907.1,BME_RS17215
NC_003318.1,RefSeq,gene,577220,577663,-,BME_RS12890,lectin-like protein BA14k,protein_coding,WP_002965908.1,BME_RS12890
NC_003318.1,RefSeq,gene,577845,579014,-,BME_RS12895,alcohol dehydrogenase,protein_coding,WP_004682047.1,BME_RS12895
NC_003318.1,RefSeq,gene,579115,580419,-,BME_RS12900,glutamine synthetase,protein_coding,WP_004682044.1,BME_RS12900
NC_003318.1,RefSeq,gene,580533,581300,-,BME_RS12905,N-formylglutamate amidohydrolase,protein_coding,WP_004682041.1,BME_RS12905
NC_003318.1,RefSeq,gene,581461,582303,+,BME_RS12910,MurR/RpiR family transcriptional regulator,protein_coding,WP_002965912.1,BME_RS12910
NC_003318.1,RefSeq,pseudogene,582415,583645,+,BME_RS12915,FAD-dependent oxidoreductase,pseudogene,NA,BME_RS12915
NC_003318.1,RefSeq,gene,583822,583968,-,BME_RS12920,DUF1127 domain-containing protein,protein_coding,WP_002965914.1,BME_RS12920
NC_003318.1,RefSeq,gene,584622,585725,+,BME_RS12925,glycine cleavage system aminomethyltransferase T,protein_coding,WP_004682035.1,BME_RS12925
NC_003318.1,RefSeq,gene,585731,586099,+,BME_RS12930,glycine cleavage system protein H,protein_coding,WP_002968488.1,BME_RS12930
NC_003318.1,RefSeq,gene,586104,588902,+,BME_RS12935,glycine dehydrogenase,protein_coding,WP_004682032.1,BME_RS12935
NC_003318.1,RefSeq,pseudogene,589690,589925,+,BME_RS17220,hypothetical protein,pseudogene,NA,BME_RS17220
NC_003318.1,RefSeq,gene,589932,590426,-,BME_RS12940,Lrp/AsnC family transcriptional regulator,protein_coding,WP_004686026.1,BME_RS12940
NC_003318.1,RefSeq,gene,590589,594272,+,BME_RS12945,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,protein_coding,WP_004682025.1,putA
NC_003318.1,RefSeq,gene,594502,595527,+,BME_RS12950,iron ABC transporter substrate-binding protein,protein_coding,WP_004682023.1,BME_RS12950
NC_003318.1,RefSeq,pseudogene,595662,597887,+,BME_RS12955,iron ABC transporter permease,pseudogene,NA,BME_RS12955
NC_003318.1,RefSeq,gene,597884,598945,+,BME_RS12960,Fe(3+) ions import ATP-binding protein FbpC,protein_coding,WP_004682020.1,BME_RS12960
NC_003318.1,RefSeq,gene,598966,599766,+,BME_RS12965,inositol monophosphatase,protein_coding,WP_002968483.1,BME_RS12965
NC_003318.1,RefSeq,gene,599798,600607,-,BME_RS12970,5-deoxy-glucuronate isomerase,protein_coding,WP_004682017.1,BME_RS12970
NC_003318.1,RefSeq,gene,600611,601513,-,BME_RS12975,myo-inosose-2 dehydratase,protein_coding,WP_002967271.1,BME_RS12975
NC_003318.1,RefSeq,gene,601517,603340,-,BME_RS12980,3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione acylhydrolase (decyclizing),protein_coding,WP_041594656.1,BME_RS12980
NC_003318.1,RefSeq,gene,603373,605277,-,BME_RS12985,5-dehydro-2-deoxygluconokinase,protein_coding,WP_004682011.1,BME_RS12985
NC_003318.1,RefSeq,gene,605369,606199,-,BME_RS12990,MurR/RpiR family transcriptional regulator,protein_coding,WP_002965929.1,BME_RS12990
NC_003318.1,RefSeq,gene,606373,607377,+,BME_RS12995,inositol 2-dehydrogenase,protein_coding,WP_004682008.1,BME_RS12995
NC_003318.1,RefSeq,gene,607418,608542,+,BME_RS13000,DUF1612 domain-containing protein,protein_coding,WP_004682005.1,BME_RS13000
NC_003318.1,RefSeq,gene,608572,609477,-,BME_RS13005,hydrogen peroxide-inducible genes activator,protein_coding,WP_004682004.1,BME_RS13005
NC_003318.1,RefSeq,gene,609634,610188,+,BME_RS13010,peroxiredoxin,protein_coding,WP_004682002.1,BME_RS13010
NC_003318.1,RefSeq,gene,610268,610795,+,BME_RS13015,alkyl hydroperoxide reductase AhpD,protein_coding,WP_004682000.1,BME_RS13015
NC_003318.1,RefSeq,gene,610873,612153,-,BME_RS13020,MFS transporter,protein_coding,WP_002965935.1,BME_RS13020
NC_003318.1,RefSeq,pseudogene,612158,612335,-,BME_RS17225,transporter,pseudogene,NA,BME_RS17225
NC_003318.1,RefSeq,gene,612407,612802,+,BME_RS13025,hypothetical protein,protein_coding,WP_004681996.1,BME_RS13025
NC_003318.1,RefSeq,gene,612862,614466,+,BME_RS13030,multicopper oxidase CueO,protein_coding,WP_004681994.1,BME_RS13030
NC_003318.1,RefSeq,gene,614739,615260,+,BME_RS13035,superoxide dismutase [Cu-Zn],protein_coding,WP_002972093.1,BME_RS13035
NC_003318.1,RefSeq,pseudogene,615276,615368,+,BME_RS17230,cobalamin biosynthesis protein CbiG,pseudogene,NA,BME_RS17230
NC_003318.1,RefSeq,gene,615518,615742,-,BME_RS13040,FAD-binding oxidoreductase,protein_coding,WP_075589485.1,BME_RS13040
NC_003318.1,RefSeq,gene,615742,616845,-,BME_RS13045,FAD-binding oxidoreductase,protein_coding,WP_004681991.1,BME_RS13045
NC_003318.1,RefSeq,gene,617082,618185,+,BME_RS13050,ABC transporter ATP-binding protein,protein_coding,WP_004681989.1,BME_RS13050
NC_003318.1,RefSeq,gene,618311,619327,+,BME_RS13055,iron ABC transporter substrate-binding protein,protein_coding,WP_002968475.1,BME_RS13055
NC_003318.1,RefSeq,pseudogene,619348,621118,+,BME_RS13060,iron ABC transporter permease,pseudogene,NA,BME_RS13060
NC_003318.1,RefSeq,gene,621296,621697,+,BME_RS13065,hypothetical protein,protein_coding,WP_004681985.1,BME_RS13065
NC_003318.1,RefSeq,gene,621767,622111,-,BME_RS13070,TIGR01244 family phosphatase,protein_coding,WP_002965944.1,BME_RS13070
NC_003318.1,RefSeq,gene,622221,623030,+,BME_RS13075,sulfurtransferase FdhD,protein_coding,WP_004681982.1,BME_RS13075
NC_003318.1,RefSeq,gene,623031,623507,-,BME_RS13080,6%2C7-dimethyl-8-ribityllumazine synthase 2,protein_coding,WP_002965946.1,BME_RS13080
NC_003318.1,RefSeq,gene,624394,625659,+,BME_RS13085,sugar-binding periplasmic protein,protein_coding,WP_004681977.1,BME_RS13085
NC_003318.1,RefSeq,gene,625935,626816,+,BME_RS13090,sugar ABC transporter permease,protein_coding,WP_005971225.1,BME_RS13090
NC_003318.1,RefSeq,gene,626813,627694,+,BME_RS13095,carbohydrate ABC transporter permease,protein_coding,WP_004681974.1,BME_RS13095
NC_003318.1,RefSeq,gene,627713,628828,+,BME_RS13100,ABC transporter ATP-binding protein,protein_coding,WP_002967276.1,BME_RS13100
NC_003318.1,RefSeq,gene,629062,629346,+,BME_RS17235,hypothetical protein,protein_coding,WP_004681971.1,BME_RS17235
NC_003318.1,RefSeq,gene,629390,630799,+,BME_RS13110,MFS transporter,protein_coding,WP_004681969.1,BME_RS13110
NC_003318.1,RefSeq,pseudogene,630870,630968,-,BME_RS17240,cobalamin biosynthesis protein CbiG,pseudogene,NA,BME_RS17240
NC_003318.1,RefSeq,gene,630998,631720,-,BME_RS13115,ribosomal RNA large subunit methyltransferase E,protein_coding,WP_002965955.1,BME_RS13115
NC_003318.1,RefSeq,gene,631722,633251,-,BME_RS13120,Ppx/GppA family phosphatase,protein_coding,WP_041594665.1,BME_RS13120
NC_003318.1,RefSeq,gene,633460,634221,-,BME_RS13125,amino acid ABC transporter ATP-binding protein,protein_coding,WP_004681962.1,BME_RS13125
NC_003318.1,RefSeq,gene,634218,634898,-,BME_RS13130,amino acid ABC transporter permease,protein_coding,WP_004686040.1,BME_RS13130
NC_003318.1,RefSeq,gene,635078,635851,-,BME_RS13135,amino acid ABC transporter substrate-binding protein,protein_coding,WP_004681957.1,BME_RS13135
NC_003318.1,RefSeq,gene,636137,639751,-,BME_RS13140,5-oxoprolinase,protein_coding,WP_004686886.1,BME_RS13140
NC_003318.1,RefSeq,gene,639877,640485,+,BME_RS13145,transcriptional regulator,protein_coding,WP_002972090.1,BME_RS13145
NC_003318.1,RefSeq,gene,640538,641296,-,BME_RS13150,iron ABC transporter ATP-binding protein,protein_coding,WP_002965962.1,BME_RS13150
NC_003318.1,RefSeq,gene,641293,642246,-,BME_RS13155,enterobactin ABC transporter permease,protein_coding,WP_002968468.1,BME_RS13155
NC_003318.1,RefSeq,gene,642239,643201,-,BME_RS13160,iron ABC transporter permease,protein_coding,WP_004681948.1,BME_RS13160
NC_003318.1,RefSeq,gene,643258,644205,-,BME_RS13165,iron ABC transporter substrate-binding protein,protein_coding,WP_002965965.1,BME_RS13165
NC_003318.1,RefSeq,gene,644508,644693,+,BME_RS17245,hypothetical protein,protein_coding,WP_017403667.1,BME_RS17245
NC_003318.1,RefSeq,pseudogene,644683,646129,-,BME_RS13170,aldehyde dehydrogenase family protein,pseudogene,NA,BME_RS13170
NC_003318.1,RefSeq,gene,646255,646659,-,BME_RS13175,DUF3775 domain-containing protein,protein_coding,WP_002968467.1,BME_RS13175
NC_003318.1,RefSeq,gene,646788,648443,-,BME_RS13180,FAD-binding dehydrogenase,protein_coding,WP_004686885.1,BME_RS13180
NC_003318.1,RefSeq,gene,648515,649276,-,BME_RS13185,sulfite exporter TauE/SafE family protein,protein_coding,WP_002965969.1,BME_RS13185
NC_003318.1,RefSeq,gene,649273,649464,-,BME_RS17250,hypothetical protein,protein_coding,WP_002968958.1,BME_RS17250
NC_003318.1,RefSeq,pseudogene,649449,650223,-,BME_RS13190,branched chain amino acid aminotransferase,pseudogene,NA,BME_RS13190
NC_003318.1,RefSeq,gene,650342,651259,-,BME_RS13195,EamA/RhaT family transporter,protein_coding,WP_004681942.1,BME_RS13195
NC_003318.1,RefSeq,gene,651517,651654,+,BME_RS13200,DUF1127 domain-containing protein,protein_coding,WP_002965972.1,BME_RS13200
NC_003318.1,RefSeq,gene,652005,652493,+,BME_RS13205,DUF2938 domain-containing protein,protein_coding,WP_002965974.1,BME_RS13205
NC_003318.1,RefSeq,pseudogene,652931,654223,+,BME_RS13210,guanine permease,pseudogene,NA,BME_RS13210
NC_003318.1,RefSeq,gene,654285,654884,+,BME_RS13215,nucleoside deaminase,protein_coding,WP_004681939.1,BME_RS13215
NC_003318.1,RefSeq,gene,655088,656734,-,BME_RS13220,SLC13 family permease,protein_coding,WP_004681938.1,BME_RS13220
NC_003318.1,RefSeq,gene,656996,658051,-,BME_RS13225,ABC transporter ATP-binding protein,protein_coding,WP_004681937.1,BME_RS13225
NC_003318.1,RefSeq,gene,658051,658572,-,BME_RS17255,sn-glycerol-3-phosphate transport system permease ugpE,protein_coding,WP_005971262.1,BME_RS17255
NC_003318.1,RefSeq,gene,658548,658898,-,BME_RS17260,hypothetical protein,protein_coding,WP_005971264.1,BME_RS17260
NC_003318.1,RefSeq,gene,658910,659665,-,BME_RS13235,glycerol-3-phosphate transporter permease,protein_coding,WP_004681935.1,BME_RS13235
NC_003318.1,RefSeq,gene,659855,661156,-,BME_RS13240,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,protein_coding,WP_004681934.1,BME_RS13240
NC_003318.1,RefSeq,gene,661489,662529,-,BME_RS13245,membrane dipeptidase,protein_coding,WP_004681933.1,BME_RS13245
NC_003318.1,RefSeq,gene,662634,664433,+,BME_RS13250,adenine deaminase,protein_coding,WP_004681932.1,BME_RS13250
NC_003318.1,RefSeq,gene,664434,665150,-,BME_RS13255,ABC transporter ATP-binding protein,protein_coding,WP_004681931.1,BME_RS13255
NC_003318.1,RefSeq,gene,665147,665896,-,BME_RS13260,ABC transporter ATP-binding protein,protein_coding,WP_002965986.1,BME_RS13260
NC_003318.1,RefSeq,pseudogene,665893,666880,-,BME_RS13265,branched-chain amino acid ABC transporter permease,pseudogene,NA,BME_RS13265
NC_003318.1,RefSeq,gene,666877,667746,-,BME_RS13270,branched-chain amino acid ABC transporter permease,protein_coding,WP_004681929.1,BME_RS13270
NC_003318.1,RefSeq,gene,667918,669090,-,BME_RS13275,branched-chain amino acid ABC transporter substrate-binding protein,protein_coding,WP_004681928.1,BME_RS13275
NC_003318.1,RefSeq,gene,669226,670290,-,BME_RS13280,3-carboxy-cis%2Ccis-muconate cycloisomerase,protein_coding,WP_004681927.1,BME_RS13280
NC_003318.1,RefSeq,gene,670294,670911,-,BME_RS13285,protocatechuate 3%2C4-dioxygenase subunit alpha,protein_coding,WP_004681926.1,BME_RS13285
NC_003318.1,RefSeq,gene,670913,671560,-,BME_RS13290,protocatechuate 3%2C4-dioxygenase subunit beta,protein_coding,WP_004681925.1,BME_RS13290
NC_003318.1,RefSeq,gene,671650,672069,-,BME_RS13295,4-carboxymuconolactone decarboxylase,protein_coding,WP_002965993.1,BME_RS13295
NC_003318.1,RefSeq,gene,672070,672873,-,BME_RS13300,3-oxoadipate enol-lactonase,protein_coding,WP_002965994.1,BME_RS13300
NC_003318.1,RefSeq,gene,672967,673875,+,BME_RS13305,pca operon transcription factor PcaQ,protein_coding,WP_004681924.1,BME_RS13305
NC_003318.1,RefSeq,pseudogene,674286,675455,-,BME_RS13310,4-hydroxybenzoate 3-monooxygenase,pseudogene,NA,BME_RS13310
NC_003318.1,RefSeq,gene,675568,676485,+,BME_RS13315,AraC family transcriptional regulator,protein_coding,WP_002965997.1,BME_RS13315
NC_003318.1,RefSeq,gene,676492,677262,-,BME_RS13320,IclR family transcriptional regulator,protein_coding,WP_004681922.1,BME_RS13320
NC_003318.1,RefSeq,pseudogene,677446,678154,+,BME_RS17265,3-oxoadipate CoA-transferase,pseudogene,NA,BME_RS17265
NC_003318.1,RefSeq,gene,678151,678840,+,BME_RS13335,CoA transferase subunit B,protein_coding,WP_002966000.1,BME_RS13335
NC_003318.1,RefSeq,gene,678849,679202,+,BME_RS13340,acetyl-CoA acetyltransferase,protein_coding,WP_004686878.1,BME_RS13340
NC_003318.1,RefSeq,gene,679709,680614,+,BME_RS13345,AraC family transcriptional regulator,protein_coding,WP_005971299.1,BME_RS13345
NC_003318.1,RefSeq,gene,680715,680996,-,BME_RS13350,hypothetical protein,protein_coding,WP_002966011.1,BME_RS13350
NC_003318.1,RefSeq,gene,681164,681238,+,BME_RS13355,tRNA-Asn,tRNA,NA,BME_RS13355
NC_003318.1,RefSeq,gene,681372,682079,-,BME_RS13360,DNA polymerase III subunit epsilon,protein_coding,WP_002971235.1,BME_RS13360
NC_003318.1,RefSeq,gene,682140,682337,-,BME_RS13365,hypothetical protein,protein_coding,WP_004686061.1,BME_RS13365
NC_003318.1,RefSeq,gene,682484,682672,-,BME_RS13370,hypothetical protein,protein_coding,WP_002966014.1,BME_RS13370
NC_003318.1,RefSeq,gene,682817,683122,-,BME_RS13375,hypothetical protein,protein_coding,WP_002971236.1,BME_RS13375
NC_003318.1,RefSeq,gene,683263,683640,+,BME_RS13380,endonuclease V,protein_coding,WP_002968441.1,BME_RS13380
NC_003318.1,RefSeq,gene,684539,685261,+,BME_RS13385,GGDEF domain-containing protein,protein_coding,WP_004681913.1,BME_RS13385
